"id","profileName","text","date","title","rating","images","helpful","variant:"
"RC03BTKMCGN2C","Scott Larson","I love the light weight little - so much easier to haul and dispose of.  This stuff clumps very well.  My cats box is in a pretty small area and no smells - so this stuff is working well.","Revisado en los Estados Unidos el 29 de enero de 2025","I love the light weight litter","5.0 de 5 estrellas","","0",
"R10QK59B9SGGGV","Ian Marion","The biggest positive is the litter is light, easy to carry. I was looking for dust free litter option, but I found it was too light. My cats made a huge mess with it and tracked it through the house. It would get caught in the webs of their paws if they stepped in their pee. We had foot prints all over the floors. If you have long hair cats it will stick in their fur. I clean the litter boxes every day, so I was disappointed. I found this worse than the dusty litter I was trying to replace.","Revisado en Canadá el 29 de enero de 2025","Messy litter, don’t recommend for long hair cats.","2.0 de 5 estrellas","","0",
"R3QFUJ6WOX6ZGS","Sydney","Lasted a long time good clumping and value for my money. Easy to clean. Only giving 4 starts because it doesn’t come with the bucket. It’s lottery just a garbage bag with litter in it.","Revisado en los Estados Unidos el 26 de enero de 2025","Bucket not included","4.0 de 5 estrellas","","0",
"R1084PFLKK33P8","Sarah Blake Morgan","Great","Revisado en los Estados Unidos el 25 de enero de 2025","Perfect","5.0 de 5 estrellas","","0",
"RZ2B6Z72VTE3O","Amazon Customer","lower dust than other light weight brands","Revisado en los Estados Unidos el 6 de diciembre de 2024","best light weight litter, lower dust than other brands","5.0 de 5 estrellas","","0",
"R2QJ6SS5KXVJTA","MELANIE WEATHERLY","Excellent clumping litter, but the scent was overwhelming! Overly perfumed. It smells like my granny’s perfume from the 1970’s. I tried to deal with it for two weeks, I had to throw it out.","Revisado en los Estados Unidos el 5 de diciembre de 2024","Extremely perfume smell","3.0 de 5 estrellas","","0",
"R3AJ6E8NDN8LUG","ShaSi","3 vacations day I found this.. it's light and nice for me but seems cats flip easily, few days ago I started using again the normal litter and my cats are using more the normal heavy one,
lightweight is selling as premium litter but isnt","Revisado en los Estados Unidos el 26 de noviembre de 2024","just because you like the lightweght doesnt mean you cat will love.","1.0 de 5 estrellas","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","0",
"R3N02G6ANHU7SA","Miller","The perfect litter to use even if you have multiple cats. Clumps very easily and works fantastic. Does a great job keeping smells to a minimum a really good value.","Revisado en los Estados Unidos el 26 de noviembre de 2024","Puuuuuuurfect","5.0 de 5 estrellas","","0",
"R3S0OVC2V6YQYM","Lisa Griffin","My cat seems to like this litter okay quality is okay for him He's not real fond of the thin fluffy type of litter that it is value for money I think I could have got better at Walmart clumping was great however I just think the quality could be better","Revisado en los Estados Unidos el 22 de noviembre de 2024","Great letter","5.0 de 5 estrellas","","0",
"RWM175TLWD20G","Gianna Esposito","I have been buying this brand of litter from the store for years. For some reason, purchasing it through this Amazon seller has changed the quality.

The litter is very strongly fragrant in a bad way. My cats are stinky. I'm probably going to throw the other half of the box away; it's that bad. I can smell it throughout the house.

I don't understand why the quality is different than the store bought one, but trust me, it is. Avoid.","Revisado en los Estados Unidos el 20 de noviembre de 2024","Different from store bought","1.0 de 5 estrellas","","0",
"R1DGMY30V97QC8","Adam","cats love it","Revisado en los Estados Unidos el 16 de noviembre de 2024","cats love it","5.0 de 5 estrellas","","0",
"R3ST2EZ118G0ZW","CHRISTINA Wiseman","Boxes are all right, but you are better off to buy the buckets at first until you have enough buckets around the house for all the little jobs you need buckets for then at least two more so you can pour the boxes into the buckets. The boxes are cheaper but heavy, even the lightweight stuff","Revisado en los Estados Unidos el 12 de noviembre de 2024","Almost great!","4.0 de 5 estrellas","","0",
"R2FEAY0OSM6IXN","Suzy","Very good product and very good price","Revisado en los Estados Unidos el 4 de noviembre de 2024","Excellent product","5.0 de 5 estrellas","","0",
"R2U0ZR6L6U36AE","Pat Seale","this worked ok","Revisado en los Estados Unidos el 1 de noviembre de 2024","cat litter","5.0 de 5 estrellas","","0",
"RFVBL3X4KFJST","Venetopia","The scent is a strong floral one and is not friendly to small spaces. I used this in my spare bedroom for a cat in isolation and it's overpowering. It does clump great though.","Revisado en los Estados Unidos el 28 de octubre de 2024","Scent is way too strong","3.0 de 5 estrellas","","0",
"RQGM37AGM0UVE","mark gratto","Great litter","Revisado en los Estados Unidos el 28 de octubre de 2024","Awesome","5.0 de 5 estrellas","","0",
"RM8CCNMMISDQR","pamipom","What did I miss. This is advertised as light weight. It’s 17 pounds of litter that weights 17 pounds. Plus it is horrible to try and fill the litter box as it’s just in a plastic bag
I’ll stick with my 17 pound , low dust liter that’s easy to pour.","Revisado en los Estados Unidos el 27 de octubre de 2024","Light weight?","1.0 de 5 estrellas","","0",
"R3KXLIKFTWJDYG","JG","Clumping, lightweight, easy to remove and works great in my elspet litter pod. Pleasantly surprised because I use less litter too.","Revisado en los Estados Unidos el 23 de octubre de 2024","Pleasantly Surprised","5.0 de 5 estrellas","","0",
